commitId,ADDITIONAL_FUNCTIONALITY,ADDITIONAL_OBJECT_STATE,ALTERNATIVE_PART_INSERT,COMMENT_INSERT,CONDITION_EXPRESSION_CHANGE,DOC_UPDATE,REMOVED_FUNCTIONALITY,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,add,allow,fix,implement,remov,support,test,changedFiles,additions,deletions,results
2bf53a9a3c6ddd9051a50fdbf9600a2e585f7a35,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,8,9,2
2d7b9660ef2825c25f2f3fbeda9acb96c3712575,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,26,2
2f40ce3e2a5e244315c16865967f58930f57cf7c,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,2,0
35cf457bf5c487afb2d380be17956b3084a1e558,0,0,0,0,0,0,1,6,1,4,1,0,0,0,0,0,0,0,1,9,40,2
36875309b2c4e6276964e013819ba513e23eea24,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,29,8,1
387c765e345c46a74a403aa2b8e3b7c634864087,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2
3bed0b4348c2c87052e51618fb8cbd5afa58e2db,0,0,0,0,0,0,0,1,6,0,10,0,0,0,0,0,0,0,3,77,140,2
3e26fa32b15dfa1e16bddaae6b874a744358de75,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,1,0,0,1,19,13,2
3ed9f0f35aa82e04798ff4f35a32207787d78074,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,19,4,2
43719c7dfd29922dd45a007923405958aa540f2d,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19,2
45afeb9fb5ce49a9f0e4d931057ebaf6990111ab,1,1,0,0,0,0,0,9,12,0,1,0,0,0,0,0,0,0,2,26,17,2
493e8ad45f39306754484ada51bfe397928404fd,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,44,1,2
4a9f2fb05a3163e11ed35d85a33a6b8e216dde77,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,38,1,1
4b4d4fe741e9396560b186427a15faf803d423de,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,2
52bd53f5ea5eec84818d65b40e81d0a82ada6ba8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,306,90,2
52bf7e145152f3b9c5d1ffe07247bab5f95bdde9,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,2,9,3,1
52cef142154655900ba8669dce631aca7142f9b6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2
538d245ba9744f57d66724982db4850e6d3ba226,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,243,37,0
546dd6e5458d5fa4e36c2d7fc1aaa1a12f4f0973,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10,4,1
581b19f0fef9fbd7f4a5e2d6569b8eca09bf28e1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
59d6a57f9a5e93146bcc83bcdb6f7c26ce644c51,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,1,1
5dc029274e41fdf5f761b0207e1dc96a1af2cb96,1,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,1,3,124,18,2
629acade597d92dbfd8d020497a0ba523afd1754,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,244,5,0
6368578020adf4796ac899ef2b0b9a695c59601c,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,6,328,188,2
6383157b2961749ab46b8d05653ffb5f757f0be8,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,2,12,86,2
646aa624eaddb4f543a1019f2d5ef49795cf66ce,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,48,12,1
69a1dbd753d1f060df38e47e6179cf05b6b62d63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,47,0,2
69c6e80acd16d0073400d78bd0e52caf44ef8f40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,2
6bacf96acc651018a8cb4a0036e26dde975b7c65,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
6bece88c6941a754a8cc054bbe9946f1e7c0c615,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,157,9,0
6d11a551dcf9bb2ed2bd10530b1fbaf6f6380804,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,3,9,1
6de7fd15b7b4f42263d847fe462552110c405bb3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,130,105,2
6f259eb229470099173b20b236e55435597b1e3f,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,44,5,1
70bd7099ec082958928b821e89fbb7c76b1ed01c,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1
72d9872fffa2b8f6d534612436b1613ed062e026,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,40,1,2
76517d9ac96d3f7f9475743c539e2b9efbd0d0f0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,1,1
76f5cc4ae6906d0885a1626ad280f4402ce7ac69,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,19,4,2
770ee735efa935a21b9992090eb063732e826ba5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,115,1,2
788d431d98df0087a4ea7be7b3c82c4c5d2a8209,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,48,5,0
7d10c7e49521bfcab46fc07b134c933a2f054282,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,2,128,4,1
885de91ea45d194f0473fa9c3098243f18d3f65f,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,29,2
8eb76715a1a4a7cabc56a17c0d44bc6bb9d2ebcf,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,73,1,0
92fe7f9d32f2c53767ecfea631aae79c9f3ac9d4,1,0,0,0,0,4,0,0,0,0,10,0,0,0,0,1,0,0,4,37,35,2
935b63527dacf2c380a53ce83ca5b1d06aadca75,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,94,4,2
959b0d84b4ee762461d47324cd2d4d00a3e49c0f,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,14,13,2
96b3801250c561bdcfc7504100309176ec502f57,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,19,129,129,2
9869e7875cf052f6c54e4ffedf9fa70f3803e3da,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,20,22,2
992ff293a9dc7efbedaa8290316f0f4e9e030439,0,0,0,0,4,0,0,2,2,0,12,0,0,0,0,0,0,0,1,25,25,2
9a94fd278693e098837dddce222a732c1a57f532,7,0,0,2,0,0,1,1,14,0,10,0,0,0,0,0,0,1,5,234,72,1
9d48f996e4ee55e89dc3c60d9dd7a8d644316140,70,1,0,0,0,1,7,6,2,0,75,0,0,0,1,0,0,0,31,2384,2336,2
9eb049791037ecb65da18b562ff57804fbd6e942,0,3,2,2,0,0,0,1,4,3,10,0,0,0,1,0,0,0,21,87,55,1
abd66858b71d2cad75bbfbcb4cb0b616caacc5ed,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,194,179,2
ac26e42d1e85deac0b7bfa50c3ca3e5298493dd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2
acfbc75640d5eaeea7a2ba9329e32f9d1efaa649,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,4,2
ad2358bba102bd4e9876028cf30341ec48aabe4f,1,2,0,0,0,0,1,9,2,0,6,0,0,0,0,0,0,0,1,237,63,1
aeb879a8afa7d78e96c32bdd76a519f9ff4279bd,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,2,2
b02e572bdb781485ce87181f70b426454ab8abcb,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,148,97,2
b28007ee8f236ffbad6d1fc21ff5867e14e3d75b,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,13,3,1
b6096079c17488b1232f7db942c529c7eb5f9843,0,0,0,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,1,14,15,1
be560b58da1c89e56091cd109f620d7eda3a24fb,0,0,0,0,0,1,0,2,3,4,3,0,0,0,0,1,0,0,2,19,27,2
c46153c7e058b212d97698f5b6f06733d669d46f,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,179,36,0
c9c816ed3fb54e7ecf12c2a4bc06014b4fe277b5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,20,4,2
ccd24b5c3ce471428531e12737591b94c91db8bf,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,59,0,0
cce874510408305fed6e01ab5b70ab753f9ac693,1,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,2,81,44,2
cd2f14637bcecec0081104d749cd1bf10f28b07d,0,1,1,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,2,83,3,1
cec891510bb4cdb379d11691eaf004289a50d044,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,4,4,1
cef0b916c546bf6178b493eafc1ea4adb0357e18,1,1,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,2,27,8,2
d2a3f29496d22df52ba4bf66aa5c408cf286d4bc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,60,1,0
d35b3e7d8b5fd7b509ed5cb78937b29dbe240210,0,0,0,5,0,0,0,0,6,0,1,0,0,1,0,0,0,1,1,30,1,2
d43b3d1f76bc13cd4c2bf8cb4f951f751aea86e6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,2,1
db14c09d6257c537ce0b77f004410ce1606db73f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
dee6fa9c5b599abf685527e357ffb7e89494a1e1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,122,0,0
df09fcb6a53b70a828698fbad71e681edbcdc7f4,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,5,129,8,2
df7bf90803a686946e09d9ec175f8ab85277e989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,7,2
e449fb139b70db15ffae182355d5306d90389adb,1,1,0,1,3,6,1,0,1,2,10,0,0,1,0,0,0,0,1,82,57,2
e517f55833c7ec02676bd850e9cd8f302a8a713f,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,22,14,2
e917c77d296109edead50146691b09c91d3ea748,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,519,8,0
ea3cbbfc7cebb2adc6edd8c9aaefd786c7cd05df,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,134,0,2
eb5df87c7ec4d7f62873dcf29108ddc2abcd13ca,0,1,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,1,19,27,2
eb9af4d3708a91c6442966dc38ee1d6139d361c7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
f1be5f4addf30f47b1d915ca708566bf49beb7f8,1,1,0,0,0,0,1,5,3,1,0,0,0,0,1,0,0,0,1,33,37,0
f2a59c6ea1b336cf2b7563fccbeecf278777808a,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,45,1,1
f3362eb788219ecc55d4b648e2fb589e8d6171d1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,7,2,1
f64233fb2d9bcb77e9249d3bc497fd9d110e6a9f,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,78,0,0
ff642734febd8c5df95b67d5537c6f571a3c3aa2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,178,182,2
013fd99d0dd0df30e0bb7fcb98e41cd1633319cb,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1
03351581d05f135185ba6e487986f14667b25cbe,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,2,4,1
03687b80bcd2c8f8968a044f4f9b8c865af0fd61,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,275,25,1
074f83c80b2fcb400e4e7102a882a0bcb4536e7e,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,13,3,1
0e8a141437a6645deb85a730bc9adfb757bb27b8,0,0,0,2,0,0,0,8,4,2,0,0,0,0,0,0,0,0,2,7,12,1
0f30646656428e3f2eb7c3a598fdf9cb1edee919,0,0,3,2,2,1,14,16,38,3,0,0,0,0,0,0,0,0,6,59,308,1
14f8d46f2fdfc5994b025ba2b4d19ba685f90b2e,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1
1596f988357e666df08193bfb7f41a61f6397afe,1,0,0,0,0,0,2,17,5,2,2,0,0,0,0,0,0,0,2,41,41,2
17cf114310d01eb41045872d12758bff2c452d93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,1
1927f040774aa75d2dfe1d95fae9b43ee821361b,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,1
1d24d71821f0163977a4d625263c9dcfaabe7bcb,4,3,0,8,0,1,0,14,46,4,11,0,0,0,0,0,0,0,11,253,209,1
1fa7b71cf82cc30757ecf5d2a8e0cfba654ed469,0,0,0,3,1,0,0,1,7,2,1,0,0,0,0,0,0,0,1,19,8,1
21f80973533b8c64032d864d8299bcb05f54445e,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,2,10,4,1
23f836454d9c5a495111b068f45d6aa89a2a724a,0,3,0,0,0,0,0,0,0,30,50,0,0,1,0,0,0,0,5,180,78,1
2993d97c97a69906b6f790bbc0608848f26d5b48,1,0,1,0,1,2,0,1,10,1,10,0,0,0,0,0,0,0,2,41,22,1
2b47c1528690b6413060401b254c79a9dc89ce85,3,8,0,0,0,5,0,0,17,0,15,0,0,0,0,0,0,0,10,121,36,2
3086b191dda16c22e7a909f131296f6c060bc639,8,1,2,10,2,0,5,11,39,4,1,0,0,0,0,0,0,0,7,254,175,1
3161a555e1e898786041b84b98f0c45630b7c78e,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,1,0
3181d96ec864a467d4259e31c64f2b7554afc3d4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,1
363d81c247072698e77dec6e2bb166c18d41be8b,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,90,88,2
36c3025c974288b8d2322dd9a830d7bff0b155cb,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,2
3c24b6a24d66ac927b94ce808ee0e395cc008e0b,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,2
3fd458ad88808e542b211461a49728138c1ebe79,24,3,0,1,1,2,0,2,23,6,10,0,0,0,0,0,0,0,20,847,59,0
41a8d9ab2bd15c19edff0f374179fba4db5405a7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,1
43b5767f6213784c7e4cdfce2bebadd87108b33f,2,3,0,0,2,2,2,6,6,4,20,0,0,0,0,0,0,0,13,61,65,1
4405698ee99fe26d0ac9317a2df96096f2731a7b,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,1
44a27c5cd76f44e435671c69d1d8f60c42a2b420,5,1,0,1,1,2,0,0,7,0,5,1,0,0,0,0,0,0,6,94,22,0
4558ca5a79a5106287438df8a737e4a1635e4534,2,0,0,0,1,1,0,60,1,0,0,0,0,0,0,0,1,0,3,11,3,0
45e4ec9000f8fbca1a5f04c68c1b516388f02a8f,0,0,0,1,0,0,0,8,4,0,3,0,0,0,0,0,0,0,4,9,13,2
46349a89d9d332e1f7c9f976f65efc79ea46cd29,1,1,0,1,0,2,0,3,16,0,6,1,0,0,0,0,0,1,3,51,19,2
48b37d99bff444562915a1378de7834de820ad93,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2
4bb48156bc3c5c31ac6d93044315b8355f158f34,0,0,0,1,1,0,0,6,8,1,6,0,0,0,0,0,0,0,5,24,24,2
4bfc15f2b9f9dd11baaaa887530b40f8a5fb1c65,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,2,5,1
4e446e768912ca08b30d74b3c570ddb336b837a6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,32,2,1
50ac59fa8530bbd35c21cd61cfd64d2bd7d3eb57,8,3,0,2,0,0,0,1,29,0,4,0,0,0,0,0,0,0,4,160,57,1
5148146dafe9a89c5d21af420a179603399e9c40,0,0,0,1,0,0,0,14,11,2,6,0,0,0,0,0,0,1,1,32,49,2
5719e4098bc7fc5401d567284d1187d43304f03e,4,2,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2,61,11,2
57ec7d083a68abb23f009f9fdffb80197c138afd,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,44,10,0
60eee421aac8d7ebbe44070979da88eb4e7371d7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,1
617235b95357c5cfaf06710401d98eaee9572e6a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,4,1
643ae0c985d01e4b5deb9d28a1381de8179926af,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,73,2,1
64740a5c0769d65dddc4af0dee65179b610270b0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8,0,1
6ceadd85dc54ab7e5a58cf51d50289055f3d6bb9,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,3,111,3,1
6ebd8e3f2a61591f5d017eb43389efef95ec26a4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,303,3,1
7181fa35a35a4aa8e2f1bf8d2db39fa87a81e69d,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,7,5,2
71ab4ddb1907323ff661d6f1c0a87678f95a7571,18,14,1,8,0,0,0,39,49,6,3,0,0,0,0,0,0,0,12,337,54,0
74066765bb8ca85864f75bde6091f96207f988cf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
7972ae764b8aef1c2bc2cd07d4cd4f3b14a4aef2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1,5,4,1
7fff3ab5f629e07a7b6d8ff56fc32dd68c9766f3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,9,3,1
85cb78d8788f9f604ba9f644126c3ebf30bdfd7b,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1
86335c9fb2587613d01c926308bbdb00db1fb562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1
886a96aed8bf0594e54197e870fc9d53c1282578,6,2,0,1,0,0,0,0,16,2,1,1,0,0,0,0,1,0,6,550,15,0
895ccff4f350d1e8c7acc121bb9bb118e164adfa,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,3,168,4,1
8c3a7e4a7dc3a575720b6e812fc91b38cdd211c5,3,0,0,0,0,0,0,20,0,0,3,0,0,1,0,0,0,1,1,25,17,1
8d056194e11076f0da84e62f63f86d2abcbcbb60,0,0,0,0,1,0,0,1,3,3,11,0,0,1,0,0,0,0,9,19,16,2
8fcbc4e91c9dd1e7b5a69a416146960f7af1e711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
91749f9c93f0589d0e93e215e068d6b039c2d26a,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,1,8,3,1
9214f95cf4e5d19f5d226245043ea0669d276e59,0,5,0,0,0,5,1,9,16,0,8,0,0,0,0,0,0,0,7,74,50,2
961455cd9d5a09f99612eb6a0edb575b9c308b82,30,50,2,29,16,22,1,89,148,2,131,0,0,0,0,0,1,1,43,3023,308,0
9c3fba564ca4c860c1d6783458fb988883ef4f8c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,13,1
9ccbb766bd98a4958a38ddc840e00b7dfa6230d6,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,277,88,2
a00785136b533e563a9ca408aeaed500f7ad2295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
a0b240db548102de8ecaf7e7ee27cd0010557b7d,0,0,0,2,0,0,0,10,5,19,0,0,0,0,0,0,0,0,1,51,62,2
a170f9ee4e77bc94ed51ff2d143422e27dc1bc01,8,4,4,0,4,1,0,12,10,2,4,0,0,0,0,0,0,0,7,275,30,2
a376c8da9d3fa0e8b600b69cdc30c9fb0d303709,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,102,1,0
a3856ca9457b0a4a2b0e5f2504b2b0332cbf0e51,0,1,0,1,0,0,0,4,4,0,14,1,0,0,0,1,0,0,8,37,30,2
a62eecc95a164415d8f924e1c88e2d144282395d,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,7,4,1
a6fd48ba12e0f82b3ea937227845a63e5c1f8bf7,0,0,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1,8,7,2
a72066f13f76503665abc5d93fcc6edb65ff3f28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,7,1
a8806266b898ee71376ce9722de407ece9ed359a,12,8,1,17,1,13,8,28,58,5,64,1,0,0,0,0,0,0,28,883,271,0
af522d6852fef03bfd02233f2066156db4459b90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1
b246e68435e8d86a2a12fb8fe6c5aa9d9896ff92,1,2,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,44,6,2
b58a646039f2b8830118be3bb6378bf534256291,0,0,0,0,0,0,0,15,3,6,6,0,0,0,0,1,0,0,4,7,75,1
b590cc49acba625d3d076a9722f2ff87a3400be4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2
b6aa74ef6393229a9d08ace867cdccdc63a91c64,3,4,0,3,2,2,3,37,46,5,13,0,0,0,0,0,0,0,16,765,169,1
b8291d673e065fdc24d82aca9e1e4e110e8d81c2,0,1,1,2,0,0,0,0,19,15,1,0,0,1,0,0,0,0,8,109,67,1
b9e1d6c698b589368f4a155134e8b2ba00608dc8,0,1,0,4,0,0,0,1,6,3,2,0,0,0,0,0,0,0,2,25,14,2
bc6ad67d673dfdebd216b021193f736dcf5a76f8,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,2,12,5,1
bd5a2f972f8c896a896f291d644f4f31b0c2395e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,43,2,1
c12028b5b932403ea2ce77a45ad699a013b8d488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
ca2f1678d75d9d42867f2124fa3e7dfcf1c367f7,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,8,1,1
ce2995c49d111b5749a88b4de2065a3a68551386,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,3,3,6,1
ceb0d5e68bc6cbf8015be6d5dd785991fbc81455,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,2,2,1
ceddce542a8dea4d4a647e8c15598fe37393ebb3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1
d104b26a38fc5379dd01a2a61d865c4dc871cb55,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,28,3,1
d380a628bfac05b158a059306edf68baa2b33abd,0,5,0,0,0,0,0,12,4,0,4,0,0,0,0,0,0,0,3,183,29,0
d92252312c9c42b598d3e79fb805912e9e061e43,1,0,1,0,1,0,0,0,9,2,2,0,0,0,0,0,0,0,4,184,12,2
db217e6a153928cfab79b030ceb351b6fb543642,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,4,90,77,2
e1ab934e5d80c32b63db7569f76b12375fe2a6f7,14,1,0,1,0,8,0,4,9,5,25,0,0,0,0,0,0,0,15,374,53,0
e1bbd8cbc538aae9acc0eb24b1f0751d88f05365,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,27,3,0
e3665e19679795274e48a1d575ab08bc6e4d706c,0,0,0,0,2,0,1,67,0,0,20,0,0,0,0,1,0,0,3,29,166,2
e477c143bca83b8ec8e10c65a0e8ef526e24482e,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,32,17,2
