commitId,changedFiles,additions,deletions
581b19f0fef9fbd7f4a5e2d6569b8eca09bf28e1,1,1,1
59d6a57f9a5e93146bcc83bcdb6f7c26ce644c51,1,2,1
5dc029274e41fdf5f761b0207e1dc96a1af2cb96,3,124,18
629acade597d92dbfd8d020497a0ba523afd1754,4,244,5
6368578020adf4796ac899ef2b0b9a695c59601c,6,328,188
6383157b2961749ab46b8d05653ffb5f757f0be8,2,12,86
646aa624eaddb4f543a1019f2d5ef49795cf66ce,1,48,12
69a1dbd753d1f060df38e47e6179cf05b6b62d63,1,47,0
69c6e80acd16d0073400d78bd0e52caf44ef8f40,3,10,10
6bacf96acc651018a8cb4a0036e26dde975b7c65,2,2,2
6bece88c6941a754a8cc054bbe9946f1e7c0c615,2,157,9
6d11a551dcf9bb2ed2bd10530b1fbaf6f6380804,1,3,9
6de7fd15b7b4f42263d847fe462552110c405bb3,4,130,105
6f259eb229470099173b20b236e55435597b1e3f,2,44,5
70bd7099ec082958928b821e89fbb7c76b1ed01c,1,2,1
72d9872fffa2b8f6d534612436b1613ed062e026,1,40,1
76517d9ac96d3f7f9475743c539e2b9efbd0d0f0,2,27,1
76f5cc4ae6906d0885a1626ad280f4402ce7ac69,1,19,4
770ee735efa935a21b9992090eb063732e826ba5,1,115,1
788d431d98df0087a4ea7be7b3c82c4c5d2a8209,1,48,5
7d10c7e49521bfcab46fc07b134c933a2f054282,2,128,4
885de91ea45d194f0473fa9c3098243f18d3f65f,3,4,29
8eb76715a1a4a7cabc56a17c0d44bc6bb9d2ebcf,2,73,1
92fe7f9d32f2c53767ecfea631aae79c9f3ac9d4,4,37,35
935b63527dacf2c380a53ce83ca5b1d06aadca75,4,94,4
959b0d84b4ee762461d47324cd2d4d00a3e49c0f,1,14,13
96b3801250c561bdcfc7504100309176ec502f57,19,129,129
9869e7875cf052f6c54e4ffedf9fa70f3803e3da,1,20,22
992ff293a9dc7efbedaa8290316f0f4e9e030439,1,25,25
9a94fd278693e098837dddce222a732c1a57f532,5,234,72
9d48f996e4ee55e89dc3c60d9dd7a8d644316140,31,2384,2336
9eb049791037ecb65da18b562ff57804fbd6e942,21,87,55
abd66858b71d2cad75bbfbcb4cb0b616caacc5ed,3,194,179
ac26e42d1e85deac0b7bfa50c3ca3e5298493dd4,2,4,4
acfbc75640d5eaeea7a2ba9329e32f9d1efaa649,1,12,4
ad2358bba102bd4e9876028cf30341ec48aabe4f,1,237,63
aeb879a8afa7d78e96c32bdd76a519f9ff4279bd,1,4,2
b02e572bdb781485ce87181f70b426454ab8abcb,1,148,97
b28007ee8f236ffbad6d1fc21ff5867e14e3d75b,1,13,3
b6096079c17488b1232f7db942c529c7eb5f9843,1,14,15
be560b58da1c89e56091cd109f620d7eda3a24fb,2,19,27
c46153c7e058b212d97698f5b6f06733d669d46f,2,179,36
c9c816ed3fb54e7ecf12c2a4bc06014b4fe277b5,1,20,4
ccd24b5c3ce471428531e12737591b94c91db8bf,2,59,0
cce874510408305fed6e01ab5b70ab753f9ac693,2,81,44
cd2f14637bcecec0081104d749cd1bf10f28b07d,2,83,3
cec891510bb4cdb379d11691eaf004289a50d044,1,4,4
cef0b916c546bf6178b493eafc1ea4adb0357e18,2,27,8
d2a3f29496d22df52ba4bf66aa5c408cf286d4bc,2,60,1
d35b3e7d8b5fd7b509ed5cb78937b29dbe240210,1,30,1
d43b3d1f76bc13cd4c2bf8cb4f951f751aea86e6,1,4,2
db14c09d6257c537ce0b77f004410ce1606db73f,1,2,3
dee6fa9c5b599abf685527e357ffb7e89494a1e1,2,122,0
df09fcb6a53b70a828698fbad71e681edbcdc7f4,5,129,8
df7bf90803a686946e09d9ec175f8ab85277e989,1,2,7
e449fb139b70db15ffae182355d5306d90389adb,1,82,57
e517f55833c7ec02676bd850e9cd8f302a8a713f,2,22,14
e917c77d296109edead50146691b09c91d3ea748,2,519,8
ea3cbbfc7cebb2adc6edd8c9aaefd786c7cd05df,1,134,0
eb5df87c7ec4d7f62873dcf29108ddc2abcd13ca,1,19,27
eb9af4d3708a91c6442966dc38ee1d6139d361c7,1,1,0
f1be5f4addf30f47b1d915ca708566bf49beb7f8,1,33,37
f26b7b2321ba561c947da92510e95e22f059351c,1,8,4
f26b7b2321ba561c947da92510e95e22f059351c,1,8,4
f2a59c6ea1b336cf2b7563fccbeecf278777808a,2,45,1
f3362eb788219ecc55d4b648e2fb589e8d6171d1,1,7,2
f64233fb2d9bcb77e9249d3bc497fd9d110e6a9f,2,78,0
ff642734febd8c5df95b67d5537c6f571a3c3aa2,3,178,182
013fd99d0dd0df30e0bb7fcb98e41cd1633319cb,1,2,2
03351581d05f135185ba6e487986f14667b25cbe,2,2,4
03687b80bcd2c8f8968a044f4f9b8c865af0fd61,4,275,25
074f83c80b2fcb400e4e7102a882a0bcb4536e7e,1,13,3
0e8a141437a6645deb85a730bc9adfb757bb27b8,2,7,12
0f30646656428e3f2eb7c3a598fdf9cb1edee919,6,59,308
14f8d46f2fdfc5994b025ba2b4d19ba685f90b2e,1,10,0
1596f988357e666df08193bfb7f41a61f6397afe,2,41,41
17cf114310d01eb41045872d12758bff2c452d93,2,29,1
1927f040774aa75d2dfe1d95fae9b43ee821361b,1,2,2
1d24d71821f0163977a4d625263c9dcfaabe7bcb,11,253,209
1fa7b71cf82cc30757ecf5d2a8e0cfba654ed469,1,19,8
21f80973533b8c64032d864d8299bcb05f54445e,2,10,4
23f836454d9c5a495111b068f45d6aa89a2a724a,5,180,78
2993d97c97a69906b6f790bbc0608848f26d5b48,2,41,22
2b47c1528690b6413060401b254c79a9dc89ce85,10,121,36
3086b191dda16c22e7a909f131296f6c060bc639,7,254,175
3161a555e1e898786041b84b98f0c45630b7c78e,3,17,1
3181d96ec864a467d4259e31c64f2b7554afc3d4,2,2,10
363d81c247072698e77dec6e2bb166c18d41be8b,7,90,88
36c3025c974288b8d2322dd9a830d7bff0b155cb,2,4,0
3c24b6a24d66ac927b94ce808ee0e395cc008e0b,1,2,2
3fd458ad88808e542b211461a49728138c1ebe79,20,847,59
41a8d9ab2bd15c19edff0f374179fba4db5405a7,2,3,2
43b5767f6213784c7e4cdfce2bebadd87108b33f,13,61,65
4405698ee99fe26d0ac9317a2df96096f2731a7b,1,5,1
44a27c5cd76f44e435671c69d1d8f60c42a2b420,6,94,22
4558ca5a79a5106287438df8a737e4a1635e4534,3,11,3
45e4ec9000f8fbca1a5f04c68c1b516388f02a8f,4,9,13
46349a89d9d332e1f7c9f976f65efc79ea46cd29,3,51,19
48b37d99bff444562915a1378de7834de820ad93,1,3,1
4bb48156bc3c5c31ac6d93044315b8355f158f34,5,24,24
4bfc15f2b9f9dd11baaaa887530b40f8a5fb1c65,1,2,5
4e446e768912ca08b30d74b3c570ddb336b837a6,2,32,2
50ac59fa8530bbd35c21cd61cfd64d2bd7d3eb57,4,160,57
5148146dafe9a89c5d21af420a179603399e9c40,1,32,49
5719e4098bc7fc5401d567284d1187d43304f03e,2,61,11
57ec7d083a68abb23f009f9fdffb80197c138afd,2,44,10
60eee421aac8d7ebbe44070979da88eb4e7371d7,2,18,0
617235b95357c5cfaf06710401d98eaee9572e6a,1,8,4
643ae0c985d01e4b5deb9d28a1381de8179926af,3,73,2
64740a5c0769d65dddc4af0dee65179b610270b0,1,8,0
6ceadd85dc54ab7e5a58cf51d50289055f3d6bb9,3,111,3
6ebd8e3f2a61591f5d017eb43389efef95ec26a4,2,303,3
7181fa35a35a4aa8e2f1bf8d2db39fa87a81e69d,1,7,5
71ab4ddb1907323ff661d6f1c0a87678f95a7571,12,337,54
74066765bb8ca85864f75bde6091f96207f988cf,1,1,1
7972ae764b8aef1c2bc2cd07d4cd4f3b14a4aef2,1,5,4
7fff3ab5f629e07a7b6d8ff56fc32dd68c9766f3,2,9,3
85cb78d8788f9f604ba9f644126c3ebf30bdfd7b,1,5,1
86335c9fb2587613d01c926308bbdb00db1fb562,2,4,1
886a96aed8bf0594e54197e870fc9d53c1282578,6,550,15
895ccff4f350d1e8c7acc121bb9bb118e164adfa,3,168,4
8c3a7e4a7dc3a575720b6e812fc91b38cdd211c5,1,25,17
8d056194e11076f0da84e62f63f86d2abcbcbb60,9,19,16
8fcbc4e91c9dd1e7b5a69a416146960f7af1e711,1,2,2
91749f9c93f0589d0e93e215e068d6b039c2d26a,1,8,3
9214f95cf4e5d19f5d226245043ea0669d276e59,7,74,50
961455cd9d5a09f99612eb6a0edb575b9c308b82,43,3023,308
9c3fba564ca4c860c1d6783458fb988883ef4f8c,2,2,13
9ccbb766bd98a4958a38ddc840e00b7dfa6230d6,2,277,88
a00785136b533e563a9ca408aeaed500f7ad2295,1,1,1
a0b240db548102de8ecaf7e7ee27cd0010557b7d,1,51,62
a170f9ee4e77bc94ed51ff2d143422e27dc1bc01,7,275,30
a376c8da9d3fa0e8b600b69cdc30c9fb0d303709,2,102,1
a3856ca9457b0a4a2b0e5f2504b2b0332cbf0e51,8,37,30
a62eecc95a164415d8f924e1c88e2d144282395d,1,7,4
a6fd48ba12e0f82b3ea937227845a63e5c1f8bf7,1,8,7
a72066f13f76503665abc5d93fcc6edb65ff3f28,3,7,7
a8806266b898ee71376ce9722de407ece9ed359a,28,883,271
af522d6852fef03bfd02233f2066156db4459b90,1,1,2
b246e68435e8d86a2a12fb8fe6c5aa9d9896ff92,1,44,6
b58a646039f2b8830118be3bb6378bf534256291,4,7,75
b590cc49acba625d3d076a9722f2ff87a3400be4,2,2,0
b6aa74ef6393229a9d08ace867cdccdc63a91c64,16,765,169
b8291d673e065fdc24d82aca9e1e4e110e8d81c2,8,109,67
b9e1d6c698b589368f4a155134e8b2ba00608dc8,2,25,14
bc6ad67d673dfdebd216b021193f736dcf5a76f8,2,12,5
bd5a2f972f8c896a896f291d644f4f31b0c2395e,2,43,2
c12028b5b932403ea2ce77a45ad699a013b8d488,1,1,0
ca2f1678d75d9d42867f2124fa3e7dfcf1c367f7,2,8,1
ce2995c49d111b5749a88b4de2065a3a68551386,3,3,6
ceb0d5e68bc6cbf8015be6d5dd785991fbc81455,1,2,2
ceddce542a8dea4d4a647e8c15598fe37393ebb3,2,2,1
d104b26a38fc5379dd01a2a61d865c4dc871cb55,1,28,3
d380a628bfac05b158a059306edf68baa2b33abd,3,183,29
d92252312c9c42b598d3e79fb805912e9e061e43,4,184,12
db217e6a153928cfab79b030ceb351b6fb543642,4,90,77
e1ab934e5d80c32b63db7569f76b12375fe2a6f7,15,374,53
e1bbd8cbc538aae9acc0eb24b1f0751d88f05365,4,27,3
e3665e19679795274e48a1d575ab08bc6e4d706c,3,29,166
e477c143bca83b8ec8e10c65a0e8ef526e24482e,1,32,17
e5ec49b123c4070355182f04397d8c8c347c9aff,6,158,63
ebb08cddcf8511e6a62ffbf0fff675e9627cd376,2,5,0
ed8ba5dff378f6ebd3edca10994ca63976af541b,2,2,4
eef90a46040c6b4018b699dfc96cb4bc8bc4e82e,3,132,39
efa5448aa3dd8afae7d1c5f3eb8798befb247e41,3,110,29
f06af44932d31d1a787425f853f142c98d74f143,3,63,186
f0a32dff9b9cf53707758226f6598ab32cca6b06,6,128,102
f400db0d9b2e1ea03aa26c811f0b8b8ec9cccc61,20,602,160
a141ff2a7973b379f6b4d1aa9178f0750d6502fd,4,245,2
62c048660bd3d4062e56646ae7c17b9a2ef15614,12,3735,66
062042ba83651b8495bc0330023ae7c7c47a38d4,5,136,6
0ab9ab9ce7eeaeb195740d36de05daa0fe3b003c,1,9,4
e3f99578304cb30f1b59c34a4193b9b700f3566a,3,39,45
78930691ca6b664a07a6995c60bb8238cf7edf96,6,193,15
c9a360e36059aa46d7090e879762d44d54fa2782,2,116,24
6ed722529007866fd89f6d996b8be5f4129c27a5,2,18,2
2ed3dbbf674af24f8c8a694fad468377c705918a,3,120,56
48d33ec70a8ea6f872006e46d1c8e0cdd48a2c81,3,100,43
267016758de3143e80244b266a8b27978b115320,5,49,15
040fa2581a8a9b51fb154a5e5ae8aff6c8cd291d,1,24,6
0ed50ca00c1d9abacff4f667afa3d366c9b04e01,1,4,0
fc8ae4d30dee9b255f7caa7da76a9793b1cc6c25,1,221,0
f372f7c109b550c6b20b8196713aa313ad6c249f,2,69,21
4a9c7d672ed83604123448501d73d18258243c6f,1,1,1
a2507a8f1c4e9b3c8d727653aaed2c4beaefc13d,1,3,11
d36f376a8e13c69c3bd78b4d43f554b44b692ed1,1,1,1
b657bdfa1a9467848cc1844b5c732087e5eae1ca,2,35,18
c335b3a1762080f8cb5b2694985d93f17978474e,1,2,0
20f43bf54c4cf1ccb37e69e06057ebc3cc9e1ae8,7,38,7
ebe1a4663d41adf670239bf2765b316a2e46f12d,1,6,6
d0441857cd6853975d83c612bbd2778b51007db8,1,1,1
cb0d7d4735665fa8ca1b59555a06354859c0045a,44,2793,309
b9feaa999969e0c81ce4a84e10db110c37a97535,3,18,56
f520f8bfb97f8bbb9fa6205045facf1c12123cb3,1,40,0
8aea3a2f7d179d0b7f935ec8247533787b0dc71d,2,1,4
6257b7824382d7ef3193828019e3e293a92417f4,20,1221,11
d5c271acf51b504f2316c4a18597dbe81a67c6a9,17,280,1003
e32f16b78909e9567d3410edd5cb760ac2a70bfd,1,4,8
0efa78710b4ff36dcf50457a4ec16090bc96787b,14,804,2
ac03fba9d31c9cca163739df3c05bc1984d230dc,3,3,5
a768016779e3bdbddf310d2d861e74830a62d16c,1,3,1
ef85412f98e97ff5471013eab59fd8cb3046c17a,1,3,3
b12acbcf9e65a80fc88871bb81d2c2b9cc44604c,22,164,311
f537b8cceefa694e895dfaa43722ce6b4283948a,2,13,7
c2f8ee105b99622ad6f3f0c9cee3448cc5b869c7,4,35,14
9e6fab3a6dcbf26e3aad60aa5cf371adbdc3b47b,8,220,83
615fc435cc88c2c4fe66e9359f1d69e5eb134d18,1,45,24
98249507cff3e363ecb4c5f06f14f0bb96da1ad5,2,20,9
75fd6d4985f9e1b74294d1c8a21b5a559f0c96fd,3,97,0
4da9b2cc9c18a5b8680550e3bdbe2c405abb5d81,1,9,1
265e2fb8bcfede045d213568f157873abcf445b4,8,199,75
01327d7136472ba8b720f6c788b17f8527960d32,14,37,9
95ba62f83dfa05990d2165484330cdd0792064d8,1,2,2
439413c6269bbc9655f7e86c70dc85dd7e150f63,1,18,24
b02e6dc996d3985a8a136f290c4a8810ce05aaab,8,24,21
59cedea0109946484c70601164689d499a8612b0,5,28,3
afb690e2337caa1cb6b34ca921ae7d0edb7600b9,9,104,50
6f1932ab677b4e544fa964a6aacc7e888613ff2f,1,15,0
91b74931a3d858645cf106295090a11e803c3e83,1,19,1
f38296da61ed21544ad45609c52d950adf913dca,5,71,23
ed7166227500891e13c982a2f681962a6b56e5f4,1,3,0
42d5bdd3378bbd246a5ecf4a3c09f76f519e4e9b,18,340,237
c5c87c4a4809078b14a2ce49c8da6010dbad17b7,2,15,11
e1c739fe6fcf4458c1ddad3ed2c79d1e78a3e980,1,17,34
8933947b9549f6bbf4dd81034a6d47a22acdf895,1,17,8
8601529be8f92954b05f982a1d5f6b9e2025bace,3,81,13
af183a16193c1b8743e609c713c61a7c0ce0ee49,1,1,0
c23c5d2494aafc4416a98e6768a1f3a3022cd011,9,307,19
dd7cae7c19717429099c98536c0186a0677ed593,3,61,51
cb5df26bf792108e5063e99b4359b33cf7422f22,1,1,1
d4bc187be90fb4bf65bde43d6166073429041749,55,353,353
98a24828255cde13eaee893eafc9a049bb2183a7,2,75,0
6b8123d7265158c62e4be7aaa20d7b70e3703c10,4,101,0
d479611dc5e989d79308e3b10a5e9b3952f730d0,2,27,52
19152416a44473325a6c3605f9accc4fee379b63,1,17,2
0c82fc5901c4ca81ff9226f703cf575194c92948,1,5,2
30f9f278c3430f9e936f566ee8b3394f86f2b01e,2,80,8
4155741f7f486537d4a5f7193d79098d523a6ae8,2,31,4
cb51d3c5762e6f2808f9ab358943b3dc85e9bd95,3,48,4
d9699e02f4e28c75cc5ffdd125b11d99325766c4,1,1,1
2b5e3f5586ad0c71dcf404a166e18529a960eb00,2,43,10
f4cf5a7d4a1b3998632309288777275bc30517bb,1,10,8
55a5c26de8023fa65c0f231666034649f963f93f,1,1,1
0e9594e02dae2859b0b247f8d3c1242acbf0e63d,6,383,88
80ef201514764e948d2ed8b91143c205560382b1,1,15,33
6b24921bd49cc1179d9e9dc36d68e5aeeacb6550,1,3,1
953a99c75cde29a18db58abde3fdee720fcddc4f,5,46,37
8ccfca3a2f0193f0a4da38e206c35cf08402218f,24,36,167
8ebbd1e7b964b6c81a49c7d4c2476584c6279e06,21,253,79
7709c68f6312703b60b40f9ded1bd6121daa1d58,4,32,3
a2444e9494e0bf9572f0c76f3307080974ce3b56,4,0,45
296b6b2f5757d2f8100daef0d2507183deeca77a,3,75,36
2eeb4ebd8c3af6f5838efe510da4c92ceb0ceb35,1,16,4
81e6ff51623792ebe9cb7c277fccd044bdd432b9,4,170,60
e2c33ed6590eacc62ddf04c48a735146cd977362,1,2,2
1e84c439e593999ae148a459e560380f59ca7124,1,9,1
9f923255878b7baefd89bc37af8fe3072f163322,1,6,1
97f4f27b14e6afe3833fecfce79ca39877f2227a,7,145,175
602c63d2aa3936a766e4e3432721812096ed54f5,1,8,1
d3fde78394aa28a344bc40f7724fc794c5682898,1,3,1
2d2e9e06218153e725310e1b24cefb870cda12cc,1,2,2
10bc2480001f2c399afa50add8f66b1e22144b14,1,4,1
2a211705a3db21df6acc2e2d2e059cd9cd5e4ea6,1,11,7
de3cde3e1eb1984b86ba9320e6662b8bf63e1fcb,4,29,22
9ac048c68ce96eec3a900c3b703401ae63170d51,1,4,1
a342029d36fc8cdd6be3ab540cd2527ddd022188,1,1,0
f79cf4149fe680ff36117277ffb45d4f2e53c33d,1,5,5
4634ca5cb8c8ad0a3c725363f3705a4078c04c9c,11,38,21
57fcd761f2997629c75aac3617c0d97e80dcea0c,2,39,1
11ceaccc20c2e820e4891c5264947a01ca040bf4,2,29,23
dc9e9cb4cc87f132a32a00e6589d807350f0b8e0,2,166,9
311520d14682a1f3096dc9307da3e5fcb82936ab,5,24,18
6950c38a0436ec937797f01fba8d7d95e6d6225f,41,835,978
b6277ac14d5c35c8f5c80616829868c4ea74abfa,3,3,3
c907ce325e89b25d0ff29288f018adda35bbdeed,1,13,7
bb8a666b6dd51330be8a88cb48f923a57264a673,1,3,3
393b67f7a03d76698375be3350ff9282661fbf21,1,1,1
8bf446f012faddf7762db07ed85199f05c58d6bf,1,11,11
01de4037a2111d2ded5cbf72a444e3e4088d95da,2,38,24
96d1fe8096874e6d5b7a0ad85e918756b5cf046a,1,4,4
0d8d64ea057546e5e2dcd312fe5a80fcb3214460,1,28,18
8dc78ca7af53778f2e156e575551a3bcab1d1f7b,1,13,6
9d8ae0a8feb951f799df29fc9f10ba07f4b0b255,1,4,1
aecde5a15d035beb421ef31c4a005e273b2912a0,1,4,4
469ae561947ace9a87d971875fbf454a499b542c,1,5,0
8e9ab4143d260585d73890c6d691b18f865bd2a8,1,1,1
01e706466e561557d8591b3031cd85ae39b0559a,3,17,4
ce8dcc887659ef6b378f2c0650352d67b61b2e7f,1,1,1
f0e9bf9f4ccaaa8e0b41f28f97fb7b6d15a88363,1,1,1
d1bdfa2c80fa011aef572a598e7a1e0671f70e25,1,6,2
e2ffe19d36e25a9d208e53a534f878e8605ed5ab,2,12,21
cadd12fe44f37ce5c40652a800820eca8b09cfb7,2,13,11
d18dca5dbbceb9126f3a463332d7baab6dc034db,2,2,2
4f19dccda7d8779636f6cc4752552d5b80cce8bb,3,435,155
1e971c6aa481b2794369ce66173ebeb77c08350a,1,4,1
00feeb78cbd1f63af1736c775f6e228df6656671,1,3,3
cbde1cfa6eec6cc37025fea406deb33eb82c3509,2,27,3
ed110ba2625abe4a6c641f1f7fb335c9cac33b20,1,16,1
9d3a1f0f0f6f7c1781e7f6b5785e23db6eb5703a,1,1,1
7819aeccba263171444ca56c1621aca3f7d649e8,1,12,7
1ae65999cf19232ed85d3329fd4f4887c2f3fe47,1,3,3
deb64435cb63102ac487bc00f081e4b3c05bc5b9,1,1,1
431ccf96d2b8cfbea44518bc2ec9fa6937b421da,1,1,2
74833e575b909e9bff3d512be4c748c81f7fab4a,14,235,104
1d1f8c41ced44e78fcb8e1749cf7478e65aeb0fb,1,1,1
e9dee4fc76caaca231bf10728d4f82bc46581bc5,1,1,1
26d26d605e9887885afe78d943fbf152d965e44a,4,15,4
e931ef7e6e360b1a89e3f0d97fbc8332852b8dcd,3,31,2
efa7f1fccf51ef1a83266e815d124c782c2a0815,3,31,33
12585ca80029fbd7b024d4c47b05f71dbdb2f70c,1,23,77
a77138a065b1b594fdb7351f9503be4496995b97,1,23,77
7ccd3abb7942553d5b1dc6c6c18cdbe9d6ecc129,1,5,3
747ce871172baf71ecc0eb8c86f5a0aa4f624b4f,1,1,1
f1ac1054e3fc59f52237fb83da52c53dffe71de3,2,7,8
5662b8294b0cd31ce780f577fc0847dd347b49ad,1,2,1
7571758906d60e95dce84bfdd2d047c1ae3bdb43,1,17,3
6cf1c05df962548294a2ec5059e6176ca24b8dfc,4,24,11
bbb3b5a0d37545dc714d3f95cb7e4650b29db622,4,11,2
db02e53849878e327f9aa67a9cbe6e919e2b0022,4,9,3
0f964dada0a88faeac1b93bde703a75662aaebef,1,10,9
d0994540cd94cb3803dba57cb127727d4b8a67ff,1,3,1
e5ad59a45147e27b7c2a7a7aed9272f87a5d4746,1,2,1
aa25be6a631c53788feacb19209b12924bd93f51,1,3,4
41babf3a10b9d1c0ad9dcf33b39261a96097a4a8,1,1,1
5acb3713b509efd92e51d2e3501988ff6ec4f34d,1,30,4
84225b56288b90fe708cf37c909cec8be150faae,2,42,17
9f374fea84e7e7072292fbd2c48da0b8c1ab7a4d,1,4,1
0150f4371b246f708942d3c10094499aa827fd5e,1,7,0
ecbe69e87d908f4cc8bfec5f9a47244b8947fb0b,1,2,2
829bc369078a940aa757f96b1cbf310fa4ac705f,2,8,4
988192ad2245343da0fbf89277746833256d0109,11,33,58
a57debf4fe3380f7ad9d46db90d083d979541ebb,1,3,2
821b8e890f81782bd070a6280c5255d8352d4a56,1,11,16
8276661ff3a71d4fcf50f72dc377f92f17f1d889,6,139,8
72e6b0f964e7cb14e3b907b3022cd259e1994290,2,38,19
006b5cd1ab45f53321ff664f46b1335ec018c807,1,4,1
eb1027b5e8c047059f68e7547188d08c7fde0b6f,2,8,3
eeca7f092acfcc681155e6bfd5c77611df15ebe0,4,95,62
8456536126f631d665ffd715dca9ae981588632e,3,13,17
7f75579b43b6d2f804a092459ec53027dea9a64c,1,1,1
e8979daeaaae5cc34788ca5b04bf32826af491ae,1,8,16
7bb429c9cde94494cde83b99715149c680c1dae9,2,6,3
5fee1b116bcd427168f1fafc7948c2e44520cc5c,4,18,4
3e0e71690424ab386f97e3b3f18751748cf52e49,1,1,1
b792e33fdb52d83b0ce13bf2eaa98c0242bce157,2,2,0
a2ac32d1d9827f6edf7b72cf47fdbf9023e78ba9,2,22,15
33b59a403ff3d1297bc8378a4ab995aff0e6ec73,4,30,7
b840ee2fb3875069fa1148c9c51a57fed5a9632c,1,1,14
d158a03f09a1df7df66d53a8eda24762f5707718,1,20,28
591f5202c621bbfedc351dff81437dcedf4b2827,1,20,1
33660bc78e9b8d0cef71d635bf609c6dcb6ddeea,1,20,3
aa6d81a239cf699410b26517abba69a650b5ba42,2,18,1
b3bab12e6135d7c792c297d6f46b032ce496c18d,1,14,0
a7a67f1a1adc33e6f629bd1aa9aaa92170eda88e,7,122,46
0744b7f381289147be4eb9e43a0f03e449c1768c,1,4,3
aa30bba068584f0a343d986de20c7d8a62037b2e,3,75,18
d54477c34b1643fb68539bf6c235dc001582ec9c,1,0,2
7ed444678012a695278f54ab86ca4a5dd73537c7,3,32,7
e17f046915cce47bd95b4b8f4b197c8fb3d76481,2,17,5
8b57c2d95e39d7c08e42bb5b074969f076a321d8,2,29,12
6f14330db96d599a0ec4a880786320d1b493c861,1,54,8
4a1d547c823016965040237c038832468984fd05,1,1,0
fe6e166c17990070a64c0b15d91b283a18c9dec5,1,9,0
f28bcd1a6c78ad80316885c50ec77661184b390e,2,2,2
9eb8ef961e7ea615784bf60221ff8232b0b6c108,4,30,13
05ef7eb774bd373c627ec0a5601ffb4bb245a45c,11,875,445
4becfb06985f23704a42a9699963f5bbe0366e7a,4,69,62
663d9f43b0f5b49088102781ae8ce7123932e97b,3,3,3
c5b22e0f974d267b11ba5b3d0b9a1f1ce73fc465,1,9,3
9613f4fd719faac3cc4428ba560e4cc7c6d158a9,1,5,0
a8924692252c329e7eaa03db07b03137b7b5ac22,1,13,7
e102554877356467113bd4e2cbb386a186619206,1,4,1
dd6b2b0860bba3c0fac44092cf388c607b908df1,6,64,4
672a790148381c4a91b8a862959d97096a7bb513,1,4,4
ae3c13a83d610f3003cf800e2286a8bba69bf2b1,2,30,44
6a3f6b3b9a32d70c7b58bbbf40046497bc415931,4,144,16
fbe88fe1a56907fae90cdf3ebf8c9fb1e12c7d09,5,62,16
f3cc4e1607184a92210cf1b699328860d4ba3809,1,1,0
7d5216168878a13826d5475cbf933b7799224eb5,1,3,3
52115e35af7a8361ae9e8b32499c24f9ba4174d0,16,372,79
cb1f286c45ca4c6599580551557a101d0836fe4f,5,101,16
9fcdb59352eb7bae875c460fbe6b50a4fdde3d45,12,196,97
5804249b521c4edda47d0dffc514075cd6fb4503,1,7,5
3e714ddd9f062e534c1ee028ac8b2269a062004b,8,427,260
37a9214ecf57b5c85c866a90a5e1a52cc3092e8e,1,1,1
b6ce0a1f69af1862f1577f5c2a0f96905d2af683,5,258,150
367a2b8bf66addf6fd731c54b8436ffdd8ed9061,5,187,2
